product_id,name,link,regular_price,promo_price,brand
185676,"Молоко питьевое «Домик в деревне» ультрапастеризованное 3,2% БЗМЖ, 950 мл",https://www.auchan.ru/product/moloko-domik-v-derevne-ultrapasterizovannoe-3-2-950-g/,89.49,79.9,
262166,"Социальный товар Яйца куриные С0, 30 шт",https://www.auchan.ru/product/kd-yayco-kurinoe-so-30-sht/,0.0,228.60000610351562,Каждый день
970911,"Масло сливочное АШАН Красная птица 82,5% БЗМЖ, 200 г",https://www.auchan.ru/product/kp-maslo-sliv-82-5-200g-bzmzh/,159.99,134.9,АШАН Красная птица
957572,"Сливки АШАН Красная птица стерилизованные 20% БЗМЖ, 500 мл",https://www.auchan.ru/product/slivki-auchan-krasnaya-ptica-sterilizovannye-20-500-ml/,157.99000549316406,135.89999389648438,
846446,"Сметана «Простоквашино» 15%, 300 г",https://www.auchan.ru/product/pro-smetana-15-300g-bzmzh/,105.48999786376953,89.9000015258789,Простоквашино
478738,"Майонез «Я люблю готовить» Московский провансаль 67%, 700 мл",https://www.auchan.ru/product/mayonez-moskovskiy-provansal-klassicheskiy-67-750-ml/,184.49000549316406,141.89999389648438,
970186,"Творог «Искренне Ваш» 5% БЗМЖ, 180 г",https://www.auchan.ru/product/tvorog-iskrenne-vash-5-180-g/,0.0,98.99,
607411,"Сырок творожный «РостАгроЭкспорт» глазированный с ароматом ванили 20%, 45 г",https://www.auchan.ru/product/syrok-glazirovannyy-rostagroeksport-tvorozhnyy-s-aromatom-vanili-massovaya-dolya-zhira-20-45-g/,25.49,22.9,
271258,"Социальный товар Яйца куриные С0, 10 шт",https://www.auchan.ru/product/kd-yayco-kurinoe-so-10-sht/,0.0,76.97000122070312,
330626,"Йогурт «Савушкин» Греческий натуральный 2%, 140 г",https://www.auchan.ru/product/yogurt-savushkin-grecheskiy-naturalnyy-2-140-g/,0.0,48.49,
92995,"Творог детский «Агуша» классический 4,5%, 100 г",https://www.auchan.ru/product/tvorog-agusha-detskiy-klassicheskiy-4-5-100-g/?promocodePopup=june2023pervy&utm_medium=cpc&utm_source=yandex&utm_campaign=nonbrand_product-campaign_msk|85914762&utm_term=&utm_content=k50id|0100000044109367114_44109367114|cid|85914762|gid|5167637911|aid|13850882495|adp|no|pos|premium1|src|search_None|dvc|mobile|main&k50id=0100000044109367114_44109367114&yclid=3271193169930558417&utm_referrer=https%3A%2F%2Fyandex.ru%2F,0.0,36.49,
18410,"Молоко ультрапастеризованное «Каждый день» 3,2%  БЗМЖ, 970 мл",https://www.auchan.ru/product/kdmoloko_ultrapas_32_970ml/?utm_referrer=https%3A%2F%2Fwww.auchan.ru%2Fproduct%2Fgardex-aeroz-ot-moshk-i-kom100m%2F%3FdigiSearch%3Dtrue%26term%3D%25D0%25BC%25D0%25BE%25D0%25BB%25D0%25BE%25D0%25BA%25D0%25BE%26params%3D%257Cfilter%253Dcategories%253A837%253B837%257Csort%253DDEFAULT,0.0,58.98,Каждый день
853873,"Молоко сгущенное «Рогачевъ» с сахаром ГОСТ 8,5% БЗМЖ, 270 г",https://www.auchan.ru/product/moloko-sgushch-rogachev8-5-d-p270/,172.99,129.9,
701633,"Творожок «Даниссимо» Королевская клубника 5,6% БЗМЖ, 130 г",https://www.auchan.ru/product/desert-tvorozhnyy-danissimo-korolevskaya-klubnika-5-6-130-g/,69.99,49.9,
232640,"Кефир «Простоквашино» 3,2% БЗМЖ, 930 мл",https://www.auchan.ru/product/kefir-prostokvashino-3-2-930-g/,0.0,99.49,
414541,"Йогурт «Савушкин» двухслойный манго 2%, 120 г",https://www.auchan.ru/product/yogurt-savushkin-dvuhsloynyy-mango-2-120-g/,32.49,25.9,
13728,"Ряженка АШАН Красная птица 3,2% БЗМЖ, 1 л",https://www.auchan.ru/product/ryazhenka-krasnaya-ptica-3-2-1000g/,89.99,74.9,АШАН Красная птица
